FID,mslink,zona,tp_umidade,distr_umid,temperatur,desc_compl,the_geom
ClimadoBrasil_5000.219,0,Tropical Brasil Central,super-úmido,subseca,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, super-úmido subseca",-46.58865005728306 -23.691023726323277
ClimadoBrasil_5000.240,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-45.628409498456364 -21.965155518511356
ClimadoBrasil_5000.227,0,Tropical Brasil Central,úmido,3 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 3 meses secos",-46.740898286240025 -21.84484326186601
ClimadoBrasil_5000.228,0,Tropical Brasil Central,úmido,3 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 3 meses secos",-46.0132977885926 -23.52013122280188
ClimadoBrasil_5000.220,0,Tropical Brasil Central,super-úmido,subseca,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, super-úmido subseca",-45.50720310411603 -22.73690750260844
ClimadoBrasil_5000.221,0,Tropical Brasil Central,super-úmido,subseca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18º C em pelo menos 1 mês, super-úmido subseca",-43.93805213341088 -22.860141932569807
ClimadoBrasil_5000.222,0,Tropical Brasil Central,super-úmido,subseca,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, super-úmido subseca",-43.464012856818854 -22.413555346706154
ClimadoBrasil_5000.223,0,Tropical Brasil Central,super-úmido,subseca,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, super-úmido subseca",-41.86226306894826 -21.785688269230747
ClimadoBrasil_5000.224,0,Tropical Brasil Central,super-úmido,subseca,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, super-úmido subseca",-41.199793823333835 -20.272768282350654
ClimadoBrasil_5000.225,0,Tropical Brasil Central,úmido,3 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 3 meses secos",-47.520167467133504 -23.49390947993851
ClimadoBrasil_5000.226,0,Tropical Brasil Central,úmido,3 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 3 meses secos",-46.69998499001705 -23.224808341068936
ClimadoBrasil_5000.272,0,Tropical Brasil Central,super-úmido,sem seca,mesotérmico mediano - média > 10° C,"Tropical Brasil Central, mesotérmico mediano - média > 10° C, super-úmido sem seca",-44.53004945838619 -22.769447643555687
ClimadoBrasil_5000.229,0,Tropical Brasil Central,úmido,3 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 3 meses secos",-45.60254582699812 -23.273369434916884
ClimadoBrasil_5000.253,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-42.723300785096264 -22.10738421577097
ClimadoBrasil_5000.230,0,Tropical Brasil Central,úmido,3 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 3 meses secos",-45.406155414098905 -23.03968115253883
ClimadoBrasil_5000.231,0,Tropical Brasil Central,úmido,3 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 3 meses secos",-43.50131517689559 -22.39094821480654
ClimadoBrasil_5000.232,0,Tropical Brasil Central,úmido,3 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 3 meses secos",-42.88348704844638 -22.271715939327862
ClimadoBrasil_5000.233,0,Tropical Brasil Central,úmido,3 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 3 meses secos",-42.1622790745557 -22.2748602698562
ClimadoBrasil_5000.234,0,Tropical Brasil Central,úmido,3 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 3 meses secos",-41.86961374186293 -21.773254733278012
ClimadoBrasil_5000.235,0,Tropical Brasil Central,úmido,3 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 3 meses secos",-41.816293842704496 -20.76755936863349
ClimadoBrasil_5000.236,0,Tropical Brasil Central,úmido,3 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 3 meses secos",-40.556697354873904 -19.862114900090177
ClimadoBrasil_5000.237,0,Tropical Brasil Central,úmido,3 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 3 meses secos",-40.448689449594724 -19.885961373117492
ClimadoBrasil_5000.559,961,Massa d'água,,,,Massa d'água,-52.7726 -29.656599999999997
ClimadoBrasil_5000.238,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-47.452577312617244 -20.471447845773145
ClimadoBrasil_5000.241,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-45.59606024285692 -21.952495537792103
ClimadoBrasil_5000.242,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-45.406155414098905 -23.03968115253883
ClimadoBrasil_5000.243,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-44.85180432238814 -22.70410740468552
ClimadoBrasil_5000.244,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-44.880898640273784 -21.415833847485512
ClimadoBrasil_5000.245,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-43.947267859257416 -22.236845566400625
ClimadoBrasil_5000.246,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-43.90778277990693 -22.33147488109375
ClimadoBrasil_5000.247,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-43.81055767035725 -22.180766745423256
ClimadoBrasil_5000.248,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-43.50131517689559 -22.39094821480654
ClimadoBrasil_5000.558,668,Massa d'água,,,,Massa d'água,-49.87669999999999 -29.401600000000002
ClimadoBrasil_5000.249,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-43.50288621485443 -20.720975523090974
ClimadoBrasil_5000.250,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-43.19003495666009 -20.69547959623245
ClimadoBrasil_5000.251,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-43.15220061762019 -20.807647654954607
ClimadoBrasil_5000.252,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-42.85714573249142 -22.148040504930695
ClimadoBrasil_5000.327,0,Tropical Zona Equatorial,semi-úmido,4 a 5 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, semi-úmido 4 a 5 meses secos",-44.7841104177496 -1.4744779661914653
ClimadoBrasil_5000.254,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-42.724774111579464 -20.991152001122337
ClimadoBrasil_5000.255,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-42.20438623262125 -20.709721258637483
ClimadoBrasil_5000.256,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-41.85744965383053 -21.72008498656117
ClimadoBrasil_5000.257,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-41.71215507506049 -21.71315762852982
ClimadoBrasil_5000.258,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, semi-úmido 4 a 5 meses",-47.452577312617244 -20.471447845773145
ClimadoBrasil_5000.259,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, semi-úmido 4 a 5 meses",-46.89844422879634 -18.596151663439308
ClimadoBrasil_5000.260,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, semi-úmido 4 a 5 meses",-46.80623042269284 -18.906147518477393
ClimadoBrasil_5000.261,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, semi-úmido 4 a 5 meses",-46.372124909645876 -18.816211469425127
ClimadoBrasil_5000.262,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, semi-úmido 4 a 5 meses",-46.333322408518654 -18.581276407786508
ClimadoBrasil_5000.273,0,Tropical Brasil Central,super-úmido,sem seca,mesotérmico mediano - média > 10° C,"Tropical Brasil Central, mesotérmico mediano - média > 10° C, super-úmido sem seca",-42.99704633083453 -22.396721906073967
ClimadoBrasil_5000.263,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, semi-úmido 4 a 5 meses",-46.265360096873174 -19.85768486939986
ClimadoBrasil_5000.264,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, semi-úmido 4 a 5 meses",-45.87840147997377 -20.82732718794514
ClimadoBrasil_5000.265,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, semi-úmido 4 a 5 meses",-45.37585802032786 -21.67365196273683
ClimadoBrasil_5000.266,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, semi-úmido 4 a 5 meses",-42.724774111579464 -20.991152001122337
ClimadoBrasil_5000.473,549,Massa d'água,,,,Massa d'água,-40.4232 -4.2120999999999995
ClimadoBrasil_5000.267,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, semi-úmido 4 a 5 meses",-42.31677205156623 -20.267477205139542
ClimadoBrasil_5000.268,0,Tropical Brasil Central,super-úmido,sem seca,mesotérmico mediano - média > 10° C,"Tropical Brasil Central, mesotérmico mediano - média > 10° C, super-úmido sem seca",-45.60244704569422 -22.72973552535845
ClimadoBrasil_5000.269,0,Tropical Brasil Central,super-úmido,sem seca,mesotérmico mediano - média > 10° C,"Tropical Brasil Central, mesotérmico mediano - média > 10° C, super-úmido sem seca",-45.171400068998004 -22.485452766384764
ClimadoBrasil_5000.270,0,Tropical Brasil Central,super-úmido,sem seca,mesotérmico mediano - média > 10° C,"Tropical Brasil Central, mesotérmico mediano - média > 10° C, super-úmido sem seca",-44.78694467948761 -22.372948000076676
ClimadoBrasil_5000.271,0,Tropical Brasil Central,super-úmido,sem seca,mesotérmico mediano - média > 10° C,"Tropical Brasil Central, mesotérmico mediano - média > 10° C, super-úmido sem seca",-44.649701242118745 -22.308714874220048
ClimadoBrasil_5000.555,665,Massa d'água,,,,Massa d'água,-53.2161 -28.756599999999995
ClimadoBrasil_5000.276,0,Temperado,super-úmido,sem seca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Temperado, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, super-úmido sem seca",-53.84107775526921 -25.77927457178149
ClimadoBrasil_5000.289,0,Temperado,super-úmido,subseca,mesotérmico mediano - média > 10° C,"Temperado, mesotérmico mediano - média > 10° C, super-úmido subseca",-51.04554957054935 -26.521443858124282
ClimadoBrasil_5000.277,0,Temperado,super-úmido,sem seca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Temperado, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, super-úmido sem seca",-52.885448381714234 -23.947833896004237
ClimadoBrasil_5000.278,0,Temperado,super-úmido,sem seca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Temperado, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, super-úmido sem seca",-51.06742290434604 -23.843966680334923
ClimadoBrasil_5000.279,0,Temperado,super-úmido,sem seca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Temperado, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, super-úmido sem seca",-49.67217688445636 -24.844315737004848
ClimadoBrasil_5000.328,0,Tropical Zona Equatorial,semi-úmido,4 a 5 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, semi-úmido 4 a 5 meses secos",-44.784807693922446 -1.642854901159016
ClimadoBrasil_5000.280,0,Temperado,super-úmido,sem seca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Temperado, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, super-úmido sem seca",-47.81468365134073 -24.671817482385197
ClimadoBrasil_5000.281,0,Temperado,super-úmido,sem seca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Temperado, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, super-úmido sem seca",-49.060515338965075 -24.78193631553546
ClimadoBrasil_5000.282,0,Temperado,super-úmido,subseca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Temperado, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, super-úmido subseca",-54.079348275047984 -25.57297509488898
ClimadoBrasil_5000.283,0,Temperado,super-úmido,subseca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Temperado, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, super-úmido subseca",-48.49297562110589 -24.405472946123545
ClimadoBrasil_5000.284,0,Temperado,super-úmido,sem seca,mesotérmico brando - média entre 10 e 15° C,"Temperado, mesotérmico brando - média entre 10 e 15° C, super-úmido sem seca",-57.51355910825016 -30.11276492913465
ClimadoBrasil_5000.285,0,Temperado,super-úmido,subseca,mesotérmico brando - média entre 10 e 15° C,"Temperado, mesotérmico brando - média entre 10 e 15° C, super-úmido subseca",-49.434849479436465 -24.10677026938561
ClimadoBrasil_5000.286,0,Temperado,super-úmido,subseca,mesotérmico brando - média entre 10 e 15° C,"Temperado, mesotérmico brando - média entre 10 e 15° C, super-úmido subseca",-48.77239271300601 -24.765696497444125
ClimadoBrasil_5000.287,0,Temperado,super-úmido,subseca,mesotérmico mediano - média > 10° C,"Temperado, mesotérmico mediano - média > 10° C, super-úmido subseca",-51.32373585839084 -28.019816679360986
ClimadoBrasil_5000.288,0,Temperado,super-úmido,subseca,mesotérmico mediano - média > 10° C,"Temperado, mesotérmico mediano - média > 10° C, super-úmido subseca",-51.151053776249995 -25.41610285083947
ClimadoBrasil_5000.290,0,Temperado,super-úmido,subseca,mesotérmico mediano - média > 10° C,"Temperado, mesotérmico mediano - média > 10° C, super-úmido subseca",-50.71419144765118 -27.013645747345166
ClimadoBrasil_5000.313,0,Tropical Zona Equatorial,semi-úmido,4 a 5 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, semi-úmido 4 a 5 meses secos",-38.31300793637161 -3.9392767208180857
ClimadoBrasil_5000.291,0,Temperado,super-úmido,subseca,mesotérmico mediano - média > 10° C,"Temperado, mesotérmico mediano - média > 10° C, super-úmido subseca",-50.407105773967004 -29.215470209563335
ClimadoBrasil_5000.293,0,Temperado,super-úmido,subseca,mesotérmico mediano - média > 10° C,"Temperado, mesotérmico mediano - média > 10° C, super-úmido subseca",-49.7795047812801 -26.509086228081873
ClimadoBrasil_5000.294,0,Temperado,super-úmido,subseca,mesotérmico mediano - média > 10° C,"Temperado, mesotérmico mediano - média > 10° C, super-úmido subseca",-49.7709106316165 -24.748082367311078
ClimadoBrasil_5000.295,0,Temperado,super-úmido,subseca,mesotérmico mediano - média > 10° C,"Temperado, mesotérmico mediano - média > 10° C, super-úmido subseca",-49.51122080008663 -26.60769540246687
ClimadoBrasil_5000.296,0,Temperado,super-úmido,subseca,mesotérmico mediano - média > 10° C,"Temperado, mesotérmico mediano - média > 10° C, super-úmido subseca",-49.39139932932539 -25.602122565377645
ClimadoBrasil_5000.297,0,Temperado,super-úmido,subseca,mesotérmico mediano - média > 10° C,"Temperado, mesotérmico mediano - média > 10° C, super-úmido subseca",-49.204617226426635 -26.21186420911513
ClimadoBrasil_5000.298,0,Temperado,super-úmido,subseca,mesotérmico mediano - média > 10° C,"Temperado, mesotérmico mediano - média > 10° C, super-úmido subseca",-49.22662602313725 -25.208668828428383
ClimadoBrasil_5000.299,0,Temperado,super-úmido,subseca,mesotérmico mediano - média > 10° C,"Temperado, mesotérmico mediano - média > 10° C, super-úmido subseca",-48.98988236492957 -25.69988204438344
ClimadoBrasil_5000.560,669,Massa d'água,,,,Massa d'água,-50.147099999999995 -29.6896
ClimadoBrasil_5000.300,0,Equatorial,úmido,3 meses secos,quente - média > 18° C em todos os meses,"Equatorial, quente - média > 18° C em todos os meses, úmido 3 meses secos",-50.53816019827312 2.1822508840402097
ClimadoBrasil_5000.301,0,Equatorial,úmido,3 meses secos,quente - média > 18° C em todos os meses,"Equatorial, quente - média > 18° C em todos os meses, úmido 3 meses secos",-50.496698949031234 0.2784477788849752
ClimadoBrasil_5000.302,0,Equatorial,úmido,3 meses secos,quente - média > 18° C em todos os meses,"Equatorial, quente - média > 18° C em todos os meses, úmido 3 meses secos",-50.415066267676785 1.3423072873390804
ClimadoBrasil_5000.303,0,Equatorial,úmido,3 meses secos,quente - média > 18° C em todos os meses,"Equatorial, quente - média > 18° C em todos os meses, úmido 3 meses secos",-50.387726666666666 0.1886152777777778
ClimadoBrasil_5000.304,0,Equatorial,úmido,3 meses secos,quente - média > 18° C em todos os meses,"Equatorial, quente - média > 18° C em todos os meses, úmido 3 meses secos",-50.291559166666666 0.3690930555555555
ClimadoBrasil_5000.305,0,Equatorial,úmido,3 meses secos,quente - média > 18° C em todos os meses,"Equatorial, quente - média > 18° C em todos os meses, úmido 3 meses secos",-50.27526244520243 0.7816778432933883
ClimadoBrasil_5000.306,0,Equatorial,úmido,3 meses secos,quente - média > 18° C em todos os meses,"Equatorial, quente - média > 18° C em todos os meses, úmido 3 meses secos",-50.015678495095415 1.0256913332270066
ClimadoBrasil_5000.307,0,Tropical Zona Equatorial,super-úmido,subseca,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, super-úmido subseca",-38.96262351102046 -4.171131535756216
ClimadoBrasil_5000.308,0,Tropical Zona Equatorial,úmido,1 a 2 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, úmido 1 a 2 meses secos",-38.901379825793256 -4.048019150526933
ClimadoBrasil_5000.561,670,Massa d'água,,,,Massa d'água,-50.24139999999999 -29.770299999999995
ClimadoBrasil_5000.562,671,Massa d'água,,,,Massa d'água,-50.4411 -29.8906
ClimadoBrasil_5000.322,0,Temperado,super-úmido,sem seca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Temperado, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, super-úmido sem seca",-48.725270529640746 -26.29632721506676
ClimadoBrasil_5000.323,0,Temperado,super-úmido,sem seca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Temperado, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, super-úmido sem seca",-48.61007515173732 -27.661069645085345
ClimadoBrasil_5000.324,0,Temperado,super-úmido,sem seca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Temperado, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, super-úmido sem seca",-47.903573055555555 -25.046881111111112
ClimadoBrasil_5000.563,672,Massa d'água,,,,Massa d'água,-51.2481 -30.292499999999997
ClimadoBrasil_5000.309,0,Tropical Zona Equatorial,úmido,3 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, úmido 3 meses secos",-39.005040139603736 -4.016511761222997
ClimadoBrasil_5000.310,0,Tropical Zona Equatorial,semi-úmido,4 a 5 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, semi-úmido 4 a 5 meses secos",-50.0128 -9.07551
ClimadoBrasil_5000.311,0,Tropical Zona Equatorial,semi-úmido,4 a 5 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, semi-úmido 4 a 5 meses secos",-41.05876699407058 -3.356073985710373
ClimadoBrasil_5000.312,0,Tropical Zona Equatorial,semi-úmido,4 a 5 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, semi-úmido 4 a 5 meses secos",-40.396976173069106 -7.326545263569336
ClimadoBrasil_5000.329,0,Tropical Zona Equatorial,semi-úmido,4 a 5 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, semi-úmido 4 a 5 meses secos",-44.64206346437066 -2.960758670173096
ClimadoBrasil_5000.314,0,Tropical Zona Equatorial,semi-árido,6 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, semi-árido 6 meses secos",-42.76610168020243 -2.566900830361466
ClimadoBrasil_5000.325,0,Tropical Brasil Central,super-úmido,sem seca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18º C em pelo menos 1 mês, super-úmido sem seca",-45.29886834863288 -23.713389608713822
ClimadoBrasil_5000.315,0,Tropical Zona Equatorial,semi-árido,6 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, semi-árido 6 meses secos",-40.45201966585384 -7.221144654020874
ClimadoBrasil_5000.317,0,Tropical Zona Equatorial,semi-árido,9 a 10 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, semi-árido 9 a 10 meses secos",-38.39230318231212 -9.229136249565833
ClimadoBrasil_5000.318,0,Tropical Zona Equatorial,semi-árido,9 a 10 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, semi-árido 9 a 10 meses secos",-36.76523477665088 -6.73807260541158
ClimadoBrasil_5000.319,0,Tropical Zona Equatorial,semi-árido,11 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, semi-árido 11 meses secos",-39.095185218535335 -8.824470082314548
ClimadoBrasil_5000.320,0,Tropical Zona Equatorial,semi-árido,11 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, semi-árido 11 meses secos",-36.36527281000425 -6.976227200448455
ClimadoBrasil_5000.321,0,Equatorial,úmido,3 meses secos,quente - média > 18° C em todos os meses,"Equatorial, quente - média > 18° C em todos os meses, úmido 3 meses secos",-49.81238715451283 -0.0635551407198206
ClimadoBrasil_5000.326,0,Tropical Brasil Central,super-úmido,subseca,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, super-úmido subseca",-45.34863913021192 -23.747222252840515
ClimadoBrasil_5000.330,0,Tropical Zona Equatorial,semi-úmido,4 a 5 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, semi-úmido 4 a 5 meses secos",-44.55409475993404 -2.9563528633750313
ClimadoBrasil_5000.331,0,Tropical Brasil Central,super-úmido,subseca,quente - média > 18° C em todos os meses,"Tropical Brasil Central, quente - média > 18° C em todos os meses, super-úmido subseca",-44.37787083333333 -23.123359444444443
ClimadoBrasil_5000.332,0,Tropical Brasil Central,super-úmido,subseca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18º C em pelo menos 1 mês, super-úmido subseca",-44.259851388446506 -23.095657183092822
ClimadoBrasil_5000.333,0,Tropical Zona Equatorial,semi-úmido,4 a 5 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, semi-úmido 4 a 5 meses secos",-43.85389404990999 -2.516073877900983
ClimadoBrasil_5000.334,0,Tropical Zona Equatorial,semi-úmido,4 a 5 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, semi-úmido 4 a 5 meses secos",-43.790847481106724 -2.442833989184316
ClimadoBrasil_5000.335,0,Tropical Zona Equatorial,semi-úmido,4 a 5 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, semi-úmido 4 a 5 meses secos",-43.68012006423829 -2.2832521391517178
